Year,Category,Subtype,Count,Cleared,ClearRate
2022,Crimes Against Property,Break & Enter-Other,4,1,0.25
2015,Criminal Code Traffic,Other,8,8,1.0
2016,Crimes Against Property,Theft Under $5000,22,6,0.27
2018,Crimes Against Property,Auto Theft,14,1,0.07
2019,Crimes Against Property,Auto Theft,7,2,0.29
2020,Other Federal Statute Violations,Other,2,2,1.0
2015,Crimes Against Property,Break & Enter-House,17,1,0.06
2020,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5,4,0.8
2015,Crimes Against Property,Break & Enter-House,15,2,0.13
2022,Other Criminal Code Violations,Other,59,50,0.85
2016,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,8,7,0.88
2019,Crimes Against Property,Fraud,71,8,0.11
2023,Crimes Against the Person,Assault,16,11,0.69
2018,Controlled Drugs and Substances Act,Other,6,4,0.67
2023,Controlled Drugs and Substances Act,Other,4,4,1.0
2019,Crimes Against Property,Theft Over $5000,14,2,0.14
2023,Crimes Against the Person,Sexual Violation,13,9,0.69
2014,Crimes Against the Person,Assault,87,75,0.86
2014,Criminal Code Traffic,Other,6,6,1.0
2017,Crimes Against Property,Theft Under $5000,249,66,0.27
2022,Criminal Code Traffic,Other,32,28,0.88
2019,Crimes Against the Person,Other,38,15,0.39
2020,Crimes Against the Person,Sexual Violation,24,12,0.5
2018,Controlled Drugs and Substances Act,Other,3,3,1.0
2023,Crimes Against the Person,Assault,88,52,0.59
2021,Crimes Against Property,Break & Enter-House,6,1,0.17
2016,Crimes Against Property,Fraud,29,7,0.24
2015,Crimes Against the Person,Robbery-Other,1,1,1.0
2020,Crimes Against the Person,Sexual Violation,1,1,1.0
2014,Crimes Against the Person,Other,15,10,0.67
2020,Crimes Against Property,Fraud,46,2,0.04
2016,Crimes Against Property,Fraud,57,19,0.33
2015,Crimes Against the Person,Other,72,38,0.53
2015,Crimes Against Property,Theft Under $5000,116,29,0.25
2018,Crimes Against the Person,Other,27,21,0.78
2015,Other Criminal Code Violations,Other,15,10,0.67
2014,Crimes Against Property,Theft Under $5000,165,65,0.39
2022,Other Criminal Code Violations,Other,310,268,0.86
2018,Crimes Against Property,Break & Enter-Other,1,1,1.0
2021,Other Federal Statute Violations,Other,1,1,1.0
2022,Crimes Against the Person,Robbery-Other,14,5,0.36
2020,Crimes Against Property,Break & Enter-Commercial,5,1,0.2
2022,Crimes Against Property,Auto Theft,133,9,0.07
2014,Other Federal Statute Violations,Other,2,2,1.0
2019,Other Criminal Code Violations,Other,13,11,0.85
2017,Crimes Against Property,Theft Under $5000,110,33,0.3
2021,Crimes Against Property,Break & Enter-House,3,1,0.33
2023,Crimes Against Property,Theft Under $5000,1012,222,0.22
2023,Crimes Against Property,Break & Enter-Other,12,2,0.17
2020,Crimes Against the Person,Attempt Murder,1,1,1.0
2021,Other Criminal Code Violations,Other,98,83,0.85
2015,Controlled Drugs and Substances Act,Other,8,8,1.0
2023,Crimes Against Property,Break & Enter-Commercial,13,1,0.08
2014,Other Federal Statute Violations,Other,2,2,1.0
2015,Controlled Drugs and Substances Act,Other,1,1,1.0
2018,Crimes Against the Person,Assault,68,48,0.71
2021,Controlled Drugs and Substances Act,Other,3,3,1.0
2015,Crimes Against the Person,Sexual Violation,19,9,0.47
2021,Crimes Against Property,Break & Enter-House,4,2,0.5
2019,Crimes Against Property,Other,93,26,0.28
2021,Crimes Against Property,Break & Enter-Other,2,1,0.5
2021,Crimes Against Property,Auto Theft,22,2,0.09
2015,Crimes Against the Person,Robbery-Other,8,1,0.12
2019,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,6,1.0
2015,Crimes Against the Person,Robbery-Financial,1,1,1.0
2020,Crimes Against the Person,Assault,16,14,0.88
2018,Crimes Against Property,Other,39,11,0.28
2022,Crimes Against the Person,Sexual Violation,17,8,0.47
2016,Crimes Against the Person,Robbery-Other,27,7,0.26
2015,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,8,8,1.0
2022,Controlled Drugs and Substances Act,Other,2,2,1.0
2016,Crimes Against the Person,Other,5,3,0.6
2016,Crimes Against Property,Break & Enter-Apartment,3,1,0.33
2022,Crimes Against the Person,Robbery-Other,9,3,0.33
2017,Crimes Against Property,Theft Under $5000,5,2,0.4
2021,Crimes Against Property,Theft Over $5000,2,1,0.5
2023,Crimes Against Property,Fraud,84,9,0.11
2018,Crimes Against the Person,Other,5,3,0.6
2014,Crimes Against Property,Fraud,11,2,0.18
2017,Crimes Against Property,Theft Under $5000,6,1,0.17
2020,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5,3,0.6
2023,Crimes Against Property,Theft Under $5000,384,59,0.15
2023,Crimes Against Property,Other,83,13,0.16
2017,Crimes Against Property,Auto Theft,18,1,0.06
2021,Criminal Code Traffic,Other,7,6,0.86
2014,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,10,9,0.9
2018,Crimes Against Property,Break & Enter-House,4,1,0.25
2014,Crimes Against the Person,Sexual Violation,1,1,1.0
2021,Crimes Against Property,Theft Under $5000,60,3,0.05
2015,Crimes Against Property,Auto Theft,15,1,0.07
2022,Crimes Against the Person,Sexual Violation,13,6,0.46
2016,Other Criminal Code Violations,Other,34,27,0.79
2023,Other Criminal Code Violations,Other,24,19,0.79
2014,Controlled Drugs and Substances Act,Other,55,55,1.0
2020,Crimes Against Property,Fraud,81,9,0.11
2016,Other Criminal Code Violations,Other,367,349,0.95
2017,Crimes Against Property,Theft Over $5000,6,2,0.33
2023,Crimes Against Property,Theft Under $5000,32,2,0.06
2023,Crimes Against the Person,Sexual Violation,17,6,0.35
2019,Crimes Against Property,Auto Theft,11,2,0.18
2022,Controlled Drugs and Substances Act,Other,5,5,1.0
2015,Crimes Against Property,Break & Enter-Apartment,1,1,1.0
2016,Other Federal Statute Violations,Other,1,1,1.0
2018,Crimes Against the Person,Assault,282,165,0.59
2015,Crimes Against the Person,Other,29,16,0.55
2019,Crimes Against the Person,Assault,46,29,0.63
2022,Crimes Against the Person,Sexual Violation,8,3,0.38
2022,Crimes Against Property,Other,128,45,0.35
2023,Crimes Against the Person,Assault,21,16,0.76
2018,Crimes Against the Person,Other,15,9,0.6
2021,Crimes Against the Person,Assault,140,92,0.66
2023,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,17,12,0.71
2017,Crimes Against Property,Theft Over $5000,1,1,1.0
2015,Other Criminal Code Violations,Other,19,14,0.74
2019,Crimes Against the Person,Sexual Violation,2,1,0.5
2021,Crimes Against the Person,Assault,24,12,0.5
2018,Crimes Against Property,Fraud,39,2,0.05
2020,Crimes Against the Person,Sexual Violation,10,1,0.1
2018,Crimes Against Property,Other,29,6,0.21
2015,Crimes Against Property,Theft Under $5000,73,57,0.78
2022,Crimes Against the Person,Robbery-Other,6,2,0.33
2019,Other Criminal Code Violations,Other,12,11,0.92
2020,Crimes Against Property,Fraud,37,3,0.08
2023,Crimes Against the Person,Assault,25,13,0.52
2020,Crimes Against Property,Auto Theft,42,2,0.05
2015,Crimes Against Property,Theft Under $5000,172,74,0.43
2016,Crimes Against the Person,Robbery-Other,50,26,0.52
2020,Crimes Against the Person,Assault,1,1,1.0
2020,Crimes Against the Person,Robbery-Other,15,5,0.33
2017,Crimes Against Property,Break & Enter-House,14,2,0.14
2017,Crimes Against Property,Theft Under $5000,56,11,0.2
2014,Crimes Against Property,Other,65,20,0.31
2020,Crimes Against Property,Other,22,5,0.23
2019,Crimes Against the Person,Sexual Violation,11,6,0.55
2019,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,3,1.0
2019,Other Federal Statute Violations,Other,4,4,1.0
2022,Crimes Against Property,Theft Under $5000,244,26,0.11
2014,Crimes Against Property,Theft Over $5000,9,1,0.11
2017,Crimes Against Property,Other,17,5,0.29
2023,Crimes Against Property,Other,59,10,0.17
2023,Crimes Against Property,Break & Enter-House,20,3,0.15
2017,Crimes Against Property,Break & Enter-Commercial,15,7,0.47
2019,Crimes Against the Person,Attempt Murder,5,5,1.0
2018,Crimes Against Property,Other,12,3,0.25
2016,Criminal Code Traffic,Other,7,7,1.0
2014,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1,1.0
2018,Criminal Code Traffic,Other,16,16,1.0
2014,Crimes Against Property,Other,62,19,0.31
2015,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,7,7,1.0
2022,Crimes Against Property,Theft Over $5000,13,1,0.08
2019,Crimes Against the Person,Assault,135,97,0.72
2017,Crimes Against Property,Break & Enter-Other,8,3,0.38
2020,Criminal Code Traffic,Other,2,2,1.0
2020,Crimes Against Property,Other,62,11,0.18
2016,Crimes Against Property,Theft Over $5000,31,12,0.39
2023,Crimes Against the Person,Other,24,15,0.62
2023,Crimes Against Property,Other,407,95,0.23
2017,Crimes Against Property,Theft Under $5000,260,115,0.44
2019,Crimes Against Property,Break & Enter-Commercial,5,1,0.2
2016,Crimes Against Property,Theft Under $5000,108,18,0.17
2022,Crimes Against Property,Auto Theft,61,8,0.13
2020,Criminal Code Traffic,Other,2,2,1.0
2023,Crimes Against the Person,Robbery-Other,7,1,0.14
2018,Crimes Against Property,Break & Enter-Apartment,42,23,0.55
2016,Crimes Against the Person,Robbery-Financial,1,1,1.0
2017,Crimes Against the Person,Other,15,12,0.8
2022,Crimes Against the Person,Assault,182,109,0.6
2021,Other Criminal Code Violations,Other,28,22,0.79
2021,Crimes Against Property,Break & Enter-Commercial,8,2,0.25
2022,Crimes Against Property,Other,40,5,0.12
2021,Other Criminal Code Violations,Other,20,14,0.7
2021,Crimes Against Property,Break & Enter-Other,8,2,0.25
2022,Crimes Against Property,Theft Under $5000,136,29,0.21
2019,Criminal Code Traffic,Other,6,6,1.0
2022,Crimes Against Property,Theft Under $5000,114,26,0.23
2014,Crimes Against Property,Fraud,21,7,0.33
2015,Crimes Against Property,Break & Enter-House,4,1,0.25
2021,Crimes Against Property,Break & Enter-Apartment,20,6,0.3
2020,Controlled Drugs and Substances Act,Other,36,35,0.97
2018,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,2,0.67
2018,Crimes Against Property,Auto Theft,31,7,0.23
2019,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,3,1.0
2017,Crimes Against the Person,Assault,94,65,0.69
2015,Crimes Against Property,Theft Under $5000,257,74,0.29
2019,Crimes Against the Person,Assault,146,99,0.68
2016,Crimes Against Property,Theft Under $5000,31,3,0.1
2015,Crimes Against Property,Break & Enter-Apartment,51,3,0.06
2019,Crimes Against the Person,Other,2,2,1.0
2022,Crimes Against the Person,Assault,3,1,0.33
2022,Crimes Against Property,Fraud,129,9,0.07
2021,Controlled Drugs and Substances Act,Other,2,1,0.5
2023,Crimes Against Property,Break & Enter-Commercial,13,3,0.23
2021,Criminal Code Traffic,Other,4,4,1.0
2020,Other Federal Statute Violations,Other,1,1,1.0
2015,Crimes Against Property,Auto Theft,37,1,0.03
2015,Controlled Drugs and Substances Act,Other,2,2,1.0
2020,Crimes Against the Person,Assault,2,1,0.5
2019,Crimes Against the Person,Sexual Violation,8,5,0.62
2022,Criminal Code Traffic,Other,9,9,1.0
2019,Other Criminal Code Violations,Other,102,90,0.88
2014,Controlled Drugs and Substances Act,Other,3,3,1.0
2016,Crimes Against Property,Break & Enter-Other,2,1,0.5
2022,Other Criminal Code Violations,Other,9,7,0.78
2014,Crimes Against Property,Theft Over $5000,2,2,1.0
2018,Crimes Against Property,Auto Theft,109,5,0.05
2015,Crimes Against the Person,Robbery-Other,9,8,0.89
2015,Crimes Against Property,Break & Enter-House,25,2,0.08
2023,Crimes Against Property,Other,63,19,0.3
2014,Crimes Against the Person,Assault,34,21,0.62
2016,Other Criminal Code Violations,Other,29,25,0.86
2019,Crimes Against the Person,Robbery-Other,30,11,0.37
2018,Criminal Code Traffic,Other,4,4,1.0
2020,Crimes Against the Person,Robbery-Other,10,4,0.4
2023,Crimes Against the Person,Other,24,16,0.67
2017,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,62,58,0.94
2016,Crimes Against Property,Other,82,24,0.29
2016,Crimes Against Property,Break & Enter-Commercial,29,7,0.24
2022,Controlled Drugs and Substances Act,Other,4,4,1.0
2016,Crimes Against Property,Theft Under $5000,37,3,0.08
2019,Crimes Against Property,Theft Under $5000,153,18,0.12
2021,Crimes Against the Person,Robbery-Other,10,8,0.8
2018,Crimes Against the Person,Other,18,2,0.11
2016,Other Criminal Code Violations,Other,1,1,1.0
2015,Crimes Against the Person,Sexual Violation,15,7,0.47
2020,Crimes Against the Person,Sexual Violation,11,3,0.27
2023,Crimes Against the Person,Robbery-Other,11,8,0.73
2021,Crimes Against the Person,Assault,86,56,0.65
2018,Other Criminal Code Violations,Other,51,46,0.9
2018,Crimes Against Property,Fraud,50,3,0.06
2016,Crimes Against the Person,Robbery-Other,17,5,0.29
2020,Crimes Against the Person,Other,8,2,0.25
2015,Crimes Against the Person,Other,83,39,0.47
2017,Controlled Drugs and Substances Act,Other,7,7,1.0
2019,Crimes Against Property,Break & Enter-Commercial,20,5,0.25
2021,Crimes Against the Person,Sexual Violation,2,1,0.5
2020,Criminal Code Traffic,Other,8,7,0.88
2019,Crimes Against Property,Other,83,25,0.3
2014,Other Federal Statute Violations,Other,1,1,1.0
2014,Crimes Against Property,Other,88,36,0.41
2018,Crimes Against Property,Theft Under $5000,171,29,0.17
2016,Crimes Against Property,Break & Enter-House,35,6,0.17
2021,Crimes Against Property,Auto Theft,18,3,0.17
2021,Controlled Drugs and Substances Act,Other,8,8,1.0
2017,Crimes Against the Person,Sexual Violation,5,3,0.6
2015,Controlled Drugs and Substances Act,Other,56,56,1.0
2020,Other Criminal Code Violations,Other,192,168,0.88
2014,Crimes Against Property,Break & Enter-Commercial,3,2,0.67
2019,Crimes Against Property,Theft Under $5000,213,47,0.22
2017,Crimes Against the Person,Assault,2,2,1.0
2017,Crimes Against Property,Auto Theft,35,15,0.43
2023,Crimes Against Property,Fraud,118,10,0.08
2016,Crimes Against the Person,Other,2,2,1.0
2016,Crimes Against the Person,Robbery-Other,31,20,0.65
2018,Other Criminal Code Violations,Other,65,61,0.94
2014,Crimes Against Property,Theft Under $5000,293,79,0.27
2017,Crimes Against Property,Theft Under $5000,40,9,0.22
2019,Crimes Against Property,Break & Enter-Other,10,5,0.5
2023,Crimes Against Property,Other,34,7,0.21
2023,Crimes Against Property,Break & Enter-Commercial,13,2,0.15
2018,Crimes Against Property,Break & Enter-Commercial,21,2,0.1
2017,Crimes Against Property,Break & Enter-Commercial,6,5,0.83
2023,Crimes Against the Person,Sexual Violation,15,10,0.67
2021,Crimes Against the Person,Other,10,8,0.8
2016,Crimes Against Property,Break & Enter-Apartment,3,3,1.0
2020,Other Criminal Code Violations,Other,19,12,0.63
2018,Crimes Against Property,Other,27,10,0.37
2021,Crimes Against the Person,Robbery-Other,4,4,1.0
2015,Crimes Against Property,Break & Enter-House,9,3,0.33
2017,Other Criminal Code Violations,Other,49,43,0.88
2015,Crimes Against Property,Theft Over $5000,5,3,0.6
2016,Crimes Against the Person,Assault,145,113,0.78
2017,Crimes Against the Person,Robbery-Other,4,3,0.75
2019,Crimes Against the Person,Robbery-Other,2,1,0.5
2016,Crimes Against Property,Break & Enter-House,34,17,0.5
2019,Other Criminal Code Violations,Other,44,41,0.93
2021,Other Federal Statute Violations,Other,1,1,1.0
2019,Crimes Against Property,Break & Enter-House,5,1,0.2
2023,Crimes Against Property,Fraud,15,1,0.07
2014,Crimes Against Property,Other,25,11,0.44
2016,Other Criminal Code Violations,Other,41,36,0.88
2022,Crimes Against the Person,Robbery-Other,14,6,0.43
2014,Criminal Code Traffic,Other,18,17,0.94
2019,Crimes Against Property,Fraud,150,18,0.12
2023,Crimes Against Property,Fraud,71,5,0.07
2016,Controlled Drugs and Substances Act,Other,3,3,1.0
2017,Crimes Against the Person,Assault,95,61,0.64
2023,Crimes Against Property,Break & Enter-Apartment,32,13,0.41
2014,Controlled Drugs and Substances Act,Other,5,5,1.0
2021,Other Criminal Code Violations,Other,17,17,1.0
2014,Other Criminal Code Violations,Other,47,45,0.96
2019,Crimes Against Property,Other,92,30,0.33
2023,Crimes Against the Person,Sexual Violation,17,8,0.47
2017,Crimes Against Property,Auto Theft,24,2,0.08
2014,Crimes Against Property,Break & Enter-Apartment,27,5,0.19
2021,Crimes Against Property,Fraud,56,3,0.05
2022,Crimes Against Property,Fraud,202,18,0.09
2018,Crimes Against the Person,Other,11,7,0.64
2021,Crimes Against Property,Auto Theft,18,1,0.06
2023,Criminal Code Traffic,Other,19,16,0.84
2016,Crimes Against Property,Theft Over $5000,30,6,0.2
2014,Other Criminal Code Violations,Other,16,14,0.88
2014,Crimes Against the Person,Robbery-Other,13,3,0.23
2018,Controlled Drugs and Substances Act,Other,5,5,1.0
2022,Criminal Code Traffic,Other,7,6,0.86
2014,Crimes Against Property,Break & Enter-Other,3,1,0.33
2022,Crimes Against Property,Fraud,88,7,0.08
2021,Crimes Against Property,Auto Theft,20,3,0.15
2021,Crimes Against Property,Break & Enter-Commercial,21,8,0.38
2019,Crimes Against Property,Break & Enter-Commercial,1,1,1.0
2023,Other Criminal Code Violations,Other,95,82,0.86
2022,Criminal Code Traffic,Other,10,9,0.9
2021,Other Criminal Code Violations,Other,1,1,1.0
2023,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,12,10,0.83
2023,Crimes Against Property,Fraud,123,13,0.11
2016,Controlled Drugs and Substances Act,Other,9,7,0.78
2015,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,7,7,1.0
2016,Controlled Drugs and Substances Act,Other,2,1,0.5
2021,Crimes Against Property,Fraud,73,2,0.03
2020,Other Criminal Code Violations,Other,71,64,0.9
2019,Crimes Against the Person,Other,27,14,0.52
2020,Crimes Against the Person,Attempt Murder,1,1,1.0
2016,Crimes Against the Person,Robbery-Other,20,4,0.2
2023,Crimes Against the Person,Other,32,17,0.53
2018,Crimes Against the Person,Assault,24,14,0.58
2016,Crimes Against Property,Auto Theft,10,1,0.1
2019,Crimes Against Property,Theft Under $5000,78,17,0.22
